,sex,college,age,vote
1158,1,0,65-79,1
1159,2,0,65-79,2
1160,2,1,65-79,2
1161,2,0,65-79,2
1162,1,1,47-65,1
1163,2,1,65-79,2
1164,1,0,65-79,2
1165,2,1,80+,1
1166,2,0,47-65,2
1167,1,0,47-65,1
1168,2,0,18-25,1
1169,1,1,26-34,1
1170,2,1,47-65,1
1171,1,1,35-46,2
1172,1,1,47-65,2
1173,2,1,35-46,1
1174,1,1,80+,2
1175,2,1,47-65,1
1176,1,1,35-46,1
1177,2,0,65-79,1
1178,2,1,47-65,1
1179,2,0,18-25,1
1180,2,1,35-46,1
1181,1,1,47-65,2
1182,1,1,35-46,2
1183,1,0,47-65,1
1184,2,1,65-79,2
1185,1,1,26-34,1
1186,2,0,65-79,1
1187,2,1,35-46,2
1188,2,0,47-65,1
1189,1,1,35-46,1
1190,1,1,47-65,2
1191,2,0,65-79,2
1192,2,1,47-65,2
1193,2,1,26-34,2
1194,1,0,65-79,2
1195,1,1,65-79,1
1196,1,1,65-79,1
1197,1,1,47-65,1
1198,1,1,18-25,1
1199,1,1,47-65,1
1200,2,1,65-79,2
1201,1,0,65-79,2
1202,2,1,26-34,1
1203,1,0,47-65,2
1204,2,0,18-25,1
1205,1,0,35-46,1
1206,2,1,47-65,1
1207,1,0,65-79,2
1208,2,1,80+,2
1209,1,0,47-65,1
1210,1,1,65-79,1
1211,1,1,47-65,2
1212,2,1,80+,1
1213,2,1,26-34,1
1214,1,1,35-46,1
1215,2,0,35-46,2
1216,2,1,47-65,2
1217,2,0,65-79,2
1218,2,0,47-65,1
1219,1,0,47-65,1
1220,1,0,65-79,2
1221,2,1,47-65,1
1222,2,1,35-46,2
1223,2,0,35-46,2
1224,2,0,35-46,1
1225,2,1,47-65,2
1226,2,0,18-25,2
1227,2,1,65-79,1
1228,2,0,65-79,1
1229,2,1,47-65,1
1230,1,0,47-65,1
1231,1,1,47-65,1
1232,2,1,65-79,2
1233,1,1,35-46,1
1234,2,0,65-79,2
1235,2,1,65-79,1
1236,2,0,80+,1
1237,1,1,47-65,1
1238,1,0,80+,1
1239,2,1,26-34,1
1240,2,1,26-34,2
1241,1,0,47-65,2
1242,2,1,65-79,1
1243,1,1,35-46,2
1244,1,0,47-65,1
1245,1,1,47-65,1
1246,1,0,47-65,2
1247,1,0,47-65,1
1248,2,1,35-46,2
1249,2,1,65-79,1
1250,1,0,35-46,2
1251,2,1,35-46,1
1252,1,1,35-46,2
1253,2,1,65-79,1
1254,1,1,65-79,2
1255,2,1,47-65,2
1256,2,0,65-79,1
1257,2,1,47-65,2
1258,1,1,65-79,1
1259,2,0,35-46,1
1260,2,0,80+,1
1261,2,0,26-34,2
1262,2,1,35-46,1
1263,1,0,47-65,2
1264,1,1,47-65,2
1265,1,1,18-25,1
1266,1,0,47-65,1
1267,2,0,18-25,1
1268,2,0,47-65,1
1269,2,1,35-46,2
1270,2,1,35-46,1
1271,2,0,80+,1
1272,2,1,35-46,2
1273,1,0,65-79,2
1274,1,0,47-65,2
1275,1,1,35-46,2
1276,2,1,65-79,2
1277,1,0,65-79,2
1278,1,1,80+,2
1279,2,1,47-65,2
1280,1,0,47-65,2
1281,1,0,47-65,2
1282,1,1,35-46,2
1283,1,0,47-65,1
1284,1,1,47-65,2
1285,1,1,35-46,1
1286,2,1,26-34,1
1287,1,0,80+,1
1288,2,1,47-65,2
1289,1,1,35-46,1
1290,1,0,47-65,1
1291,2,1,65-79,2
1292,1,1,18-25,1
1293,2,1,47-65,1
1294,1,0,35-46,1
1295,2,1,35-46,1
1296,1,1,65-79,2
1297,1,0,35-46,2
1298,1,1,47-65,1
1299,1,1,47-65,1
1300,2,1,47-65,2
1301,2,1,26-34,2
1302,2,0,47-65,1
1303,1,1,65-79,2
1304,1,1,26-34,2
1305,2,1,35-46,2
1306,1,1,65-79,2
1307,1,0,65-79,1
1308,2,1,65-79,1
1309,1,0,18-25,1
1310,2,1,18-25,1
1311,1,1,47-65,1
1312,1,0,47-65,1
1313,1,1,26-34,1
1314,2,1,35-46,2
1315,2,1,35-46,2
1316,2,0,47-65,1
1317,2,0,47-65,1
1318,2,1,47-65,1
1319,1,0,18-25,1
1320,2,0,35-46,2
1321,2,0,47-65,1
1322,2,1,26-34,2
1323,1,1,26-34,1
1324,1,0,35-46,2
1325,1,0,47-65,1
1326,2,1,35-46,2
1327,2,0,35-46,1
1328,2,0,47-65,1
1329,2,1,47-65,1
1330,1,0,35-46,1
1331,1,1,35-46,1
1332,1,0,35-46,2
1333,2,1,35-46,1
1334,1,1,26-34,1
1335,2,1,26-34,1
1336,2,1,26-34,1
1337,1,0,47-65,2
1338,1,0,35-46,1
1339,1,1,47-65,1
1340,2,0,65-79,1
1341,2,0,26-34,2
1342,2,1,47-65,1
1343,1,0,26-34,1
1344,1,1,35-46,1
1345,1,0,47-65,1
1346,2,1,47-65,1
1347,2,1,47-65,1
1348,1,1,47-65,1
1349,2,0,80+,2
1350,1,0,18-25,2
1351,1,1,47-65,1
1352,1,0,65-79,1
1353,1,1,26-34,2
1354,2,1,65-79,2
1355,2,0,80+,1
1356,2,1,80+,1
1357,2,1,26-34,1
1358,2,1,47-65,1
1359,2,1,47-65,1
1360,2,0,35-46,1
1361,1,1,65-79,1
1362,1,1,47-65,1
1363,2,1,65-79,2
1364,2,1,47-65,1
1365,1,1,80+,1
1366,1,1,47-65,2
1367,1,0,47-65,2
1368,1,1,35-46,2
1369,2,1,26-34,1
1370,1,0,65-79,1
1371,2,1,35-46,1
1372,1,0,65-79,2
1373,1,0,35-46,1
1374,2,1,47-65,2
1375,1,1,26-34,1
1376,2,1,35-46,1
1377,2,1,26-34,1
1378,1,0,47-65,1
1379,2,0,80+,1
1380,2,1,35-46,1
1381,1,1,47-65,2
1382,2,0,65-79,1
1383,1,0,65-79,2
1384,1,0,47-65,1
1385,1,1,35-46,1
1386,2,1,35-46,1
1387,1,0,47-65,1
1388,1,1,35-46,1
1389,1,1,35-46,1
1390,2,1,47-65,1
1391,2,1,26-34,2
1392,2,0,65-79,1
1393,1,1,80+,2
1394,1,1,65-79,1
1395,1,1,47-65,1
1396,1,1,65-79,2
1397,1,1,47-65,1
1398,1,1,80+,1
1399,2,0,47-65,1
1400,2,0,18-25,2
1401,2,1,47-65,2
1402,2,1,35-46,2
1403,1,1,47-65,2
1404,1,1,35-46,1
1405,2,1,26-34,1
1406,2,0,47-65,2
1407,2,1,35-46,1
1408,2,0,47-65,1
1409,2,0,35-46,1
1410,1,0,47-65,1
1411,2,1,65-79,1
1412,2,1,47-65,2
1413,2,0,35-46,1
1414,1,0,65-79,2
1415,2,1,18-25,1
1416,1,0,65-79,2
1417,2,1,47-65,1
1418,1,1,47-65,2
1419,1,1,26-34,1
1420,2,1,26-34,1
1421,2,0,18-25,1
1422,2,0,47-65,1
1423,1,0,35-46,2
1424,1,1,47-65,2
1425,1,0,35-46,2
1426,1,1,65-79,1
1427,1,0,47-65,2
1428,1,1,35-46,2
1429,2,1,26-34,1
1430,2,0,47-65,2
1431,2,0,47-65,2
1432,1,1,65-79,1
1433,2,0,47-65,2
1434,1,1,35-46,1
1435,2,0,26-34,1
1436,2,0,47-65,2
1437,2,0,80+,1
1438,2,1,47-65,2
1439,1,0,35-46,2
1440,1,1,47-65,1
1441,1,0,47-65,2
1442,2,0,35-46,2
1443,1,0,47-65,1
1444,1,1,47-65,1
1445,1,1,35-46,1
1446,1,1,35-46,1
1447,1,0,47-65,1
1448,2,1,35-46,2
1449,1,0,47-65,1
1450,1,1,47-65,1
1451,2,1,65-79,1
1452,2,1,35-46,2
1453,2,1,35-46,2
1454,1,1,26-34,1
1455,2,0,80+,1
1456,1,1,65-79,1
1457,2,0,65-79,2
1458,2,1,47-65,2
1459,2,1,47-65,1
1460,2,0,80+,2
1461,1,0,26-34,2
1462,2,1,26-34,2
1463,2,1,80+,1
1464,1,1,47-65,2
1465,1,0,65-79,2
1466,1,1,65-79,2
1467,2,0,47-65,1
1468,2,0,65-79,2
1469,2,0,65-79,1
1470,1,0,47-65,1
1471,1,0,65-79,1
1472,1,1,26-34,1
1473,2,1,47-65,2
1474,1,0,65-79,2
1475,2,0,47-65,1
1476,2,1,47-65,2
1477,1,0,47-65,1
1478,2,1,80+,1
1479,1,1,47-65,2
1480,1,1,47-65,2
1481,1,0,18-25,2
1482,1,1,47-65,2
1483,2,0,26-34,1
1484,1,0,26-34,1
1485,2,1,47-65,1
1486,1,1,47-65,1
1487,1,0,18-25,2
1488,1,0,65-79,2
1489,2,1,47-65,2
1490,1,1,65-79,1
1491,1,1,35-46,1
1492,2,0,47-65,1
1493,2,0,26-34,1
1494,2,0,47-65,1
1495,2,1,47-65,2
1496,2,1,47-65,1
1497,1,1,47-65,2
1498,1,1,47-65,2
1499,1,0,65-79,1
1500,2,0,47-65,2
1501,1,0,47-65,1
1502,1,0,65-79,1
1503,2,1,80+,1
1504,1,1,47-65,2
1505,2,1,47-65,1
1506,2,0,80+,2
1507,1,1,65-79,2
1508,2,1,65-79,1
1509,2,0,47-65,2
1510,2,0,47-65,1
1511,2,1,35-46,1
1512,2,1,35-46,1
1513,1,0,35-46,1
1514,1,0,80+,2
1515,2,1,35-46,1
1516,2,1,35-46,1
1517,1,1,26-34,2
1518,2,1,47-65,2
1519,2,0,35-46,1
1520,1,0,65-79,1
1521,1,0,18-25,1
1522,1,1,47-65,2
1523,1,1,26-34,2
1524,1,1,26-34,2
1525,2,0,65-79,1
1526,2,0,80+,1
1527,2,1,47-65,1
1528,2,0,47-65,2
1529,1,1,47-65,2
1530,2,1,26-34,1
1531,2,0,65-79,1
1532,1,0,18-25,2
1533,1,0,47-65,2
1534,1,1,80+,2
1535,2,1,35-46,2
1536,1,1,65-79,1
1537,1,0,35-46,1
1538,2,1,26-34,2
1539,1,1,26-34,2
1540,1,0,65-79,2
1541,2,1,47-65,1
1542,2,0,47-65,1
1543,1,0,47-65,2
1544,1,1,26-34,2
1545,1,0,47-65,1
1546,1,0,18-25,2
1547,1,1,47-65,1
1548,2,1,47-65,2
1549,1,1,65-79,1
1550,1,1,65-79,1
1551,2,0,65-79,1
1552,1,1,35-46,1
1553,2,1,35-46,1
1554,1,1,47-65,2
1555,2,1,47-65,2
1556,2,0,47-65,1
1557,2,1,35-46,2
1558,2,1,35-46,1
1559,2,0,47-65,2
1560,2,1,65-79,1
1561,2,1,47-65,1
1562,2,1,47-65,1
1563,2,1,47-65,2
1564,2,0,35-46,1
1565,2,1,26-34,2
1566,1,1,47-65,1
1567,2,0,65-79,1
1568,1,1,47-65,2
1569,2,1,65-79,1
1570,1,1,35-46,1
1571,2,1,47-65,2
1572,1,0,65-79,1
1573,1,1,26-34,1
1574,2,0,65-79,1
1575,1,1,65-79,1
1576,2,1,26-34,2
1577,1,1,65-79,1
1578,1,0,65-79,2
1579,2,1,47-65,2
1580,1,0,47-65,1
1581,2,0,35-46,1
1582,2,1,47-65,1
1583,1,0,65-79,1
1584,1,1,47-65,1
1585,1,1,80+,1
1586,2,1,26-34,1
1587,2,0,18-25,1
1588,2,0,47-65,1
1589,1,1,47-65,2
1590,1,0,35-46,1
1591,2,1,35-46,1
1592,2,0,26-34,2
1593,2,0,18-25,1
1594,2,0,47-65,2
1595,2,1,47-65,1
1596,1,0,65-79,2
1597,2,1,35-46,1
1598,2,1,47-65,1
1599,2,1,47-65,2
1600,1,1,35-46,1
1601,2,0,47-65,1
1602,2,1,47-65,2
1603,1,0,47-65,2
1604,2,0,35-46,2
1605,1,1,26-34,1
1606,2,1,26-34,1
1607,2,1,35-46,1
1608,2,1,18-25,1
1609,2,0,65-79,2
1610,2,0,35-46,1
1611,1,0,65-79,1
1612,2,1,35-46,1
1613,1,1,47-65,2
1614,1,0,47-65,2
1615,2,0,80+,1
1616,2,1,80+,1
1617,1,0,47-65,1
1618,2,1,47-65,1
1619,2,0,80+,1
1620,1,1,47-65,2
1621,1,1,47-65,1
1622,1,0,47-65,1
1623,1,1,47-65,2
1624,2,1,26-34,1
1625,1,0,35-46,1
1626,2,1,47-65,2
1627,1,1,47-65,2
1628,1,1,47-65,1
1629,2,1,35-46,1
1630,2,1,26-34,1
1631,2,1,47-65,1
1632,2,1,26-34,2
1633,2,0,18-25,1
1634,2,0,65-79,2
1635,2,0,47-65,2
1636,2,1,47-65,1
1637,1,0,47-65,1
1638,2,0,65-79,1
1639,1,1,26-34,2
1640,2,1,65-79,2
1641,1,0,47-65,2
1642,1,1,80+,2
1643,1,1,65-79,1
1644,2,0,26-34,1
1645,2,1,26-34,1
1646,2,0,47-65,1
1647,2,1,18-25,1
1648,2,1,47-65,1
1649,1,1,47-65,1
1650,2,0,18-25,1
1651,1,1,47-65,2
1652,1,1,47-65,1
1653,1,1,47-65,1
1654,1,1,65-79,2
1655,1,0,47-65,2
1656,2,0,65-79,1
1657,2,0,47-65,1
1658,2,1,35-46,1
1659,2,0,80+,1
1660,2,0,80+,2
1661,1,1,47-65,2
1662,1,1,35-46,2
1663,1,1,65-79,1
1664,2,1,47-65,2
1665,1,0,65-79,1
1666,2,1,26-34,1
1667,2,1,18-25,1
1668,2,1,26-34,1
1669,1,1,26-34,1
1670,1,1,47-65,2
1671,2,0,47-65,1
1672,1,1,47-65,1
1673,1,0,26-34,1
1674,1,0,35-46,2
1675,1,1,47-65,1
1676,2,1,65-79,1
1677,2,0,35-46,1
1678,1,1,47-65,2
1679,2,0,35-46,1
1680,2,1,18-25,2
1681,2,0,65-79,2
1682,1,1,26-34,1
1683,1,1,65-79,1
1684,1,0,18-25,2
1685,1,0,26-34,2
1686,2,1,65-79,1
1687,2,1,47-65,1
1688,2,1,47-65,1
1689,1,1,18-25,2
1690,1,1,35-46,1
1691,1,1,65-79,1
1692,2,1,18-25,2
1693,1,1,80+,1
1694,2,1,47-65,1
1695,1,1,65-79,2
1696,1,0,18-25,2
1697,1,1,26-34,1
1698,2,0,65-79,2
1699,2,1,47-65,1
1700,2,1,47-65,2
1701,1,1,65-79,1
1702,2,0,18-25,1
1703,1,1,26-34,1
1704,2,1,65-79,2
1705,1,1,35-46,1
1706,2,1,35-46,1
1707,1,1,65-79,1
1708,1,1,47-65,1
1709,1,0,65-79,2
1710,2,1,47-65,1
1711,2,1,35-46,2
1712,2,0,26-34,1
1713,2,1,35-46,2
1714,2,1,35-46,1
1715,2,1,35-46,2
1716,1,0,80+,2
1717,1,1,18-25,2
1718,1,0,35-46,2
1719,2,1,47-65,1
1720,2,0,18-25,2
1721,2,1,65-79,2
1722,1,1,47-65,1
1723,2,1,65-79,1
1724,2,0,47-65,1
1725,2,1,65-79,1
1726,1,1,47-65,2
1727,2,0,65-79,1
1728,1,1,65-79,2
1729,1,1,47-65,1
1730,2,1,26-34,1
1731,2,1,47-65,1
1732,2,1,47-65,2
1733,2,1,26-34,1
1734,2,0,26-34,2
1735,2,0,47-65,1
1736,2,1,35-46,1
1737,1,0,65-79,1
1738,1,1,65-79,2
1739,2,0,35-46,1
1740,2,1,35-46,2
1741,2,0,65-79,1
1742,2,0,47-65,1
1743,2,0,47-65,2
1744,1,0,65-79,1
1745,2,0,35-46,1
1746,2,1,47-65,1
1747,1,0,65-79,1
1748,2,0,35-46,1
1749,2,1,35-46,1
1750,1,1,35-46,1
1751,1,0,65-79,2
1752,1,1,65-79,1
1753,1,1,47-65,1
1754,2,0,47-65,1
1755,2,0,47-65,2
1756,2,1,65-79,2
1757,1,0,35-46,1
1758,2,0,35-46,1
1759,2,1,35-46,1
1760,2,1,47-65,1
1761,1,0,35-46,2
1762,2,0,47-65,1
1763,2,0,18-25,1
1764,2,1,47-65,1
1765,2,1,80+,1
1766,2,0,35-46,2
1767,2,0,65-79,1
1768,1,0,65-79,2
1769,1,1,35-46,1
1770,2,0,47-65,2
1771,2,1,35-46,1
1772,2,1,80+,1
1773,2,1,47-65,2
1774,1,0,80+,2
1775,1,1,26-34,2
1776,1,0,47-65,1
1777,1,1,35-46,1
1778,2,1,65-79,2
1779,1,1,47-65,1
1780,2,1,47-65,1
1781,2,1,35-46,1
1782,2,0,47-65,2
1783,2,0,47-65,2
1784,2,1,47-65,1
1785,1,1,35-46,2
1786,1,1,35-46,1
1787,2,1,47-65,2
1788,1,1,47-65,1
1789,2,0,65-79,1
1790,1,1,47-65,2
1791,2,1,26-34,1
1792,2,0,18-25,2
1793,2,1,35-46,2
1794,2,1,26-34,1
1795,2,1,26-34,1
1796,2,1,35-46,1
1797,2,1,47-65,2
1798,2,0,47-65,2
1799,2,1,47-65,1
1800,2,0,65-79,2
1801,1,0,47-65,1
1802,2,1,80+,1
1803,1,1,47-65,1
1804,2,1,47-65,1
1805,2,1,65-79,1
1806,2,1,35-46,2
1807,2,0,65-79,2
1808,1,1,47-65,1
1809,1,0,47-65,1
1810,2,0,65-79,2
1811,1,1,35-46,2
1812,2,0,65-79,2
1813,2,1,26-34,1
1814,2,1,65-79,1
1815,2,1,80+,1
1816,2,0,65-79,1
1817,1,1,26-34,1
1818,2,1,35-46,1
1819,2,1,65-79,1
1820,1,1,47-65,1
1821,2,0,47-65,1
1822,2,0,26-34,1
1823,2,1,47-65,2
1824,2,0,26-34,2
1825,1,0,65-79,1
1826,2,1,35-46,1
1827,2,1,65-79,2
1828,2,1,80+,1
1829,1,1,35-46,1
1830,1,1,35-46,2
1831,2,1,47-65,1
1832,1,1,65-79,2
1833,2,0,65-79,2
1834,2,0,65-79,2
1835,1,1,65-79,2
1836,1,1,47-65,2
1837,2,1,65-79,1
1838,2,1,26-34,1
1839,1,1,18-25,2
1840,1,1,47-65,2
1841,1,1,47-65,2
1842,1,0,18-25,2
1843,2,0,47-65,1
1844,2,0,47-65,1
1845,1,1,47-65,2
1846,1,0,65-79,1
1847,2,1,35-46,1
1848,2,1,35-46,1
1849,2,1,47-65,1
1850,1,1,26-34,2
1851,2,0,65-79,1
1852,2,1,47-65,1
1853,2,1,65-79,1
1854,2,1,65-79,2
1855,2,1,47-65,2
1856,1,1,35-46,1
1857,2,1,47-65,2
1858,2,0,18-25,1
1859,1,1,65-79,2
1860,2,1,80+,1
1861,2,1,65-79,2
1862,1,1,47-65,1
1863,1,1,65-79,1
1864,2,0,65-79,2
1865,2,1,35-46,1
1866,2,0,35-46,2
1867,2,1,35-46,1
1868,1,1,65-79,2
1869,1,1,65-79,1
1870,2,1,26-34,2
1871,1,1,35-46,2
1872,2,1,47-65,2
1873,1,0,47-65,1
1874,1,1,47-65,1
1875,1,1,65-79,2
1876,1,0,18-25,2
1877,2,1,65-79,2
1878,2,1,35-46,1
1879,1,1,80+,1
1880,1,1,47-65,1
1881,1,0,26-34,2
1882,2,0,35-46,2
1883,1,0,26-34,1
1884,1,1,47-65,2
1885,2,1,47-65,2
1886,1,1,65-79,2
1887,2,1,35-46,2
1888,2,1,18-25,1
1889,2,0,35-46,2
1890,2,0,18-25,1
1891,2,0,80+,1
1892,2,1,26-34,2
1893,2,0,26-34,1
1894,1,1,65-79,1
1895,1,1,26-34,1
1896,2,1,65-79,2
1897,2,0,65-79,2
1898,1,1,18-25,1
1899,1,0,47-65,1
1900,2,1,47-65,1
1901,2,0,80+,1
1902,2,0,26-34,1
1903,2,1,18-25,1
1904,2,1,65-79,2
1905,1,0,47-65,2
1906,2,1,35-46,1
1907,1,1,80+,1
1908,2,1,80+,2
1909,1,1,47-65,1
1910,2,1,47-65,1
1911,1,0,80+,1
1912,2,1,26-34,1
1913,2,1,65-79,2
1914,2,1,35-46,1
1915,1,1,47-65,2
1916,2,1,26-34,1
1917,2,1,35-46,1
1918,1,0,65-79,1
1919,1,0,47-65,2
1920,1,0,18-25,1
1921,2,0,47-65,1
1922,2,0,35-46,1
1923,1,1,65-79,2
1924,2,1,65-79,2
1925,1,1,65-79,2
1926,2,1,47-65,2
1927,2,0,65-79,2
1928,1,0,47-65,1
1929,1,0,26-34,1
1930,2,1,35-46,2
1931,2,1,35-46,2
1932,1,1,47-65,1
1933,1,1,26-34,2
1934,2,1,35-46,1
1935,2,1,65-79,1
1936,2,0,26-34,1
1937,2,0,47-65,2
1938,2,0,47-65,1
1939,1,0,80+,2
1940,1,0,35-46,2
1941,1,1,26-34,1
1942,2,1,35-46,2
1943,1,0,47-65,1
1944,1,0,47-65,2
1945,2,1,65-79,2
1946,1,0,65-79,2
1947,1,0,47-65,1
1948,1,0,35-46,2
1949,2,1,35-46,2
1950,2,1,47-65,1
1951,2,0,47-65,1
1952,2,0,47-65,1
1953,2,0,65-79,1
1954,2,0,65-79,2
1955,2,0,35-46,2
1956,2,0,35-46,2
1957,2,1,65-79,2
1958,2,0,47-65,2
1959,1,0,26-34,1
1960,2,0,47-65,2
1961,2,1,35-46,2
1962,2,1,65-79,2
1963,1,0,47-65,2
1964,1,1,65-79,1
1965,1,0,47-65,1
1966,1,1,26-34,1
1967,2,1,26-34,2
1968,2,1,26-34,1
1969,2,1,65-79,2
1970,1,1,65-79,1
1971,1,0,47-65,1
1972,1,1,80+,2
1973,2,1,47-65,2
1974,1,1,47-65,2
1975,2,1,35-46,1
1976,1,1,47-65,2
1977,1,1,65-79,1
1978,1,0,35-46,2
1979,2,0,65-79,2
1980,2,1,47-65,1
1981,1,0,35-46,2
1982,2,0,47-65,2
1983,2,1,35-46,2
1984,2,1,35-46,1
1985,2,0,47-65,2
1986,2,1,26-34,1
1987,1,1,65-79,1
1988,1,1,65-79,2
1989,2,1,47-65,2
1990,2,1,47-65,1
1991,2,1,80+,1
1992,1,1,47-65,1
1993,1,1,35-46,1
1994,2,1,47-65,1
1995,2,0,47-65,1
1996,1,0,65-79,1
1997,2,1,18-25,1
1998,1,0,18-25,1
1999,1,1,47-65,2
2000,1,1,26-34,2
2001,2,1,18-25,2
2002,2,1,35-46,2
2003,2,0,65-79,2
2004,2,1,47-65,1
2005,2,1,80+,2
2006,2,1,26-34,2
2007,1,1,26-34,1
2008,1,0,47-65,1
2009,2,1,65-79,2
2010,2,0,26-34,2
2011,1,1,47-65,1
2012,1,0,35-46,1
2013,2,1,35-46,1
2014,1,1,18-25,1
2015,2,0,47-65,2
2016,2,1,35-46,1
2017,1,1,80+,1
2018,1,0,47-65,1
2019,1,0,47-65,2
2020,2,0,18-25,2
2021,2,1,26-34,1
2022,2,1,65-79,2
2023,1,1,65-79,2
2024,1,1,65-79,2
2025,1,1,47-65,1
2026,1,0,80+,1
2027,1,0,35-46,2
2028,2,1,65-79,1
2029,1,1,26-34,1
2030,2,0,65-79,2
2031,2,1,35-46,1
2032,1,0,26-34,2
2033,1,0,47-65,1
2034,1,1,26-34,2
2035,2,0,47-65,2
2036,2,0,47-65,1
2037,1,1,35-46,1
2038,2,0,47-65,2
2039,1,0,18-25,1
2040,1,1,47-65,2
2041,2,0,47-65,1
2042,1,0,18-25,1
2043,1,1,47-65,2
2044,1,1,26-34,2
2045,2,0,26-34,1
2046,1,0,35-46,1
2047,1,1,65-79,1
2048,2,0,18-25,1
2049,1,1,35-46,1
2050,1,0,47-65,2
2051,1,1,47-65,2
2052,1,1,65-79,2
2053,1,0,47-65,2
2054,1,1,47-65,2
2055,2,0,47-65,1
2056,1,0,47-65,2
2057,2,0,47-65,2
2058,1,1,35-46,2
2059,1,0,47-65,1
2060,2,0,47-65,2
2061,2,0,65-79,1
2062,2,1,26-34,1
2063,1,1,80+,1
2064,2,1,47-65,1
2065,2,1,47-65,1
2066,2,1,26-34,2
2067,2,1,47-65,2
2068,2,1,47-65,1
2069,1,0,47-65,1
2070,2,1,26-34,2
2071,2,1,65-79,1
2072,1,1,47-65,2
2073,1,1,65-79,2
2074,1,0,35-46,2
2075,1,1,47-65,1
2076,2,0,47-65,2
2077,2,1,47-65,1
2078,1,1,35-46,2
2079,2,1,47-65,1
2080,1,1,65-79,1
2081,2,0,35-46,1
2082,1,1,47-65,1
2083,1,1,26-34,1
2084,1,1,47-65,1
2085,2,1,47-65,1
2086,1,0,35-46,1
2087,2,0,65-79,1
2088,2,0,65-79,2
2089,1,0,35-46,1
2090,1,0,80+,1
2091,1,1,47-65,2
2092,1,1,65-79,2
2093,1,1,47-65,2
2094,1,1,47-65,2
2095,2,1,35-46,2
2096,2,1,35-46,2
2097,2,1,65-79,1
2098,1,0,47-65,1
2099,2,0,26-34,1
2100,2,1,65-79,2
2101,2,0,26-34,1
2102,2,0,35-46,2
2103,1,1,18-25,2
2104,2,1,26-34,1
2105,1,1,47-65,1
2106,2,1,26-34,1
2107,2,1,35-46,1
2108,2,0,26-34,2
2109,2,1,47-65,2
2110,1,1,26-34,2
2111,1,1,35-46,2
2112,2,1,65-79,1
2113,2,1,47-65,1
2114,1,0,35-46,2
2115,1,1,35-46,1
2116,2,0,26-34,1
2117,1,1,47-65,2
2118,1,1,26-34,2
2119,1,0,47-65,1
2120,2,0,65-79,1
2121,1,0,65-79,1
2122,1,1,26-34,1
2123,1,1,26-34,2
2124,1,1,35-46,1
2125,1,0,35-46,2
2126,1,1,47-65,2
2127,2,0,47-65,2
2128,2,1,47-65,1
2129,1,1,65-79,1
2130,2,0,35-46,1
2131,1,0,65-79,1
2132,1,0,35-46,1
2133,1,1,65-79,2
2134,2,1,35-46,1
2135,2,1,35-46,2
2136,1,1,47-65,1
2137,1,1,35-46,1
2138,2,1,47-65,1
2139,1,1,65-79,2
2140,2,0,47-65,2
2141,2,1,47-65,1
2142,2,1,35-46,1
2143,2,1,47-65,1
2144,1,1,26-34,1
2145,1,0,18-25,1
2146,1,0,65-79,1
2147,1,0,65-79,2
2148,2,1,47-65,1
2149,1,1,47-65,2
2150,2,1,47-65,1
2151,2,0,80+,2
2152,2,1,26-34,1
2153,2,1,26-34,1
2154,1,0,26-34,2
2155,1,1,65-79,2
2156,1,1,35-46,1
2157,2,0,47-65,1
2158,1,1,47-65,1
2159,1,1,35-46,2
2160,1,1,47-65,1
2161,2,1,47-65,2
2162,2,1,65-79,2
2163,1,1,65-79,1
2164,2,1,47-65,1
2165,1,1,47-65,1
2166,1,0,47-65,1
2167,2,1,47-65,1
2168,2,0,47-65,2
2169,1,1,35-46,1
2170,1,0,26-34,2
2171,1,1,47-65,2
2172,1,1,35-46,1
2173,1,1,65-79,1
2174,2,0,47-65,2
2175,1,1,65-79,1
2176,2,0,47-65,1
2177,1,0,80+,1
2178,2,1,35-46,1
2179,1,1,35-46,1
2180,1,0,47-65,1
2181,2,1,47-65,1
2182,2,0,65-79,1
2183,2,1,47-65,2
2184,2,0,47-65,1
2185,2,0,80+,1
2186,1,1,47-65,1
2187,1,0,47-65,1
2188,2,1,65-79,2
2189,2,1,47-65,1
2190,1,0,47-65,1
2191,2,1,35-46,1
2192,2,0,18-25,1
2193,2,1,80+,1
2194,1,1,47-65,1
2195,1,0,47-65,1
2196,1,1,47-65,1
2197,1,1,47-65,2
2198,2,1,65-79,1
2199,2,0,18-25,2
2200,2,0,65-79,1
2201,2,1,47-65,1
2202,2,0,26-34,1
2203,2,0,47-65,1
2204,1,1,35-46,1
2205,2,1,47-65,1
2206,1,0,35-46,1
2207,1,0,35-46,1
2208,1,0,47-65,2
2209,1,1,80+,1
2210,1,1,26-34,1
2211,1,1,65-79,2
2212,2,1,47-65,2
2213,2,1,47-65,1
2214,2,1,65-79,1
2215,2,0,47-65,1
2216,1,1,65-79,2
2217,1,1,26-34,1
2218,2,1,35-46,1
2219,1,0,47-65,1
2220,2,0,65-79,1
2221,2,1,65-79,1
2222,1,1,47-65,1
2223,1,1,26-34,2
2224,1,0,47-65,1
2225,2,1,35-46,1
2226,1,0,35-46,1
2227,1,0,35-46,2
2228,1,0,65-79,1
2229,2,1,65-79,1
2230,1,0,18-25,1
2231,1,1,47-65,1
2232,2,1,65-79,1
2233,2,0,47-65,1
2234,1,0,35-46,2
2235,1,0,18-25,1
2236,2,0,47-65,2
2237,1,1,65-79,2
